1 6 1 6 2 4 6 3 0 0 6 6 5 2 0 3 1 3 2 2 0 1 2 6 3 2 1 0 6 3 0 0 4 2 1 1 4 4 4 2 0 3 2 5 5 1 5 0 0 2 1 4 4 2 0 2 0 1 0 1 
1 6 1 6 2 4 6 3 0 0 6 6 5 2 0 3 1 3 2 2 0 1 2 6 3 2 1 0 6 3 0 0 4 2 1 1 4 4 4 2 0 3 2 5 5 1 5 0 0 2 1 4 4 2 0 2 0 1 0 1 
1 6 1 6 2 4 6 3 0 0 6 6 5 2 0 3 1 3 2 2 0 1 2 6 3 2 1 0 6 3 0 0 4 2 1 1 4 4 4 2 0 3 2 5 5 1 5 0 0 2 1 4 4 2 0 2 0 1 0 1 
1 6 1 6 2 4 6 3 0 0 6 6 5 2 0 3 1 3 2 2 0 1 2 6 3 2 1 0 6 3 0 0 4 2 1 1 4 4 4 2 0 3 2 5 5 1 5 0 0 2 1 4 4 2 0 2 0 1 0 1 
1 6 1 6 2 4 6 3 0 0 6 6 5 2 0 3 1 3 2 2 0 1 2 6 3 2 1 0 6 3 0 0 4 2 1 1 4 4 4 2 0 3 2 5 5 1 5 0 0 2 1 4 4 2 0 2 0 1 0 1 
1 6 1 6 2 4 6 3 0 0 6 6 5 2 0 3 1 3 2 2 0 1 2 6 3 2 1 0 6 3 0 0 4 2 1 1 4 4 4 2 0 3 2 5 5 1 5 0 0 2 1 4 4 2 0 2 0 1 0 1 
1 6 1 6 2 4 6 3 0 0 6 6 5 2 0 3 1 3 2 2 0 1 2 6 3 2 1 0 6 3 0 0 4 2 1 1 4 4 4 2 0 3 2 5 5 1 5 0 0 2 1 4 4 2 0 2 0 1 0 1 
1 6 1 6 2 4 6 3 0 0 6 6 5 2 0 3 1 3 2 2 0 1 2 6 3 2 1 0 6 3 0 0 4 2 1 1 4 4 4 2 0 3 2 5 5 1 5 0 0 2 1 4 4 2 0 2 0 1 0 1 
1 6 1 6 2 4 6 3 0 0 6 6 5 2 0 3 1 3 2 2 0 1 2 6 3 2 1 0 6 3 0 0 4 2 1 1 4 4 4 2 0 3 2 5 5 1 5 0 0 2 1 4 4 2 0 2 0 1 0 1 
1 6 1 6 2 4 6 3 0 0 6 6 5 2 0 3 1 3 2 2 0 1 2 6 3 2 1 0 6 3 0 0 4 2 1 1 4 4 4 2 0 3 2 5 5 1 5 0 0 2 1 4 4 2 0 2 0 1 0 1 
1 6 1 6 2 4 6 3 0 0 6 6 5 2 0 3 1 3 2 2 0 1 2 6 3 2 1 0 6 3 0 0 4 2 1 1 4 4 4 2 0 3 2 5 5 1 5 0 0 2 1 4 4 2 0 2 0 1 0 1 
1 6 1 6 2 4 6 3 0 0 6 6 5 2 0 3 1 3 2 2 0 1 2 6 3 2 1 0 6 3 0 0 4 2 1 1 4 4 4 2 0 3 2 5 5 1 5 0 0 2 1 4 4 2 0 2 0 1 0 1 
1 6 1 6 2 4 6 3 0 0 6 6 5 2 0 3 1 3 2 2 0 1 2 6 3 2 1 0 6 3 0 0 4 2 1 1 4 4 4 2 0 3 2 5 5 1 5 0 0 2 1 4 4 2 0 2 0 1 0 1 
1 6 1 6 2 4 6 3 0 0 6 6 5 2 0 3 1 3 2 2 0 1 2 6 3 2 1 0 6 3 0 0 4 2 1 1 4 4 4 2 0 3 2 5 5 1 5 0 0 2 1 4 4 2 0 2 0 1 0 1 
1 6 1 6 2 4 6 3 0 0 6 6 5 2 0 3 1 3 2 2 0 1 2 6 3 2 1 0 6 3 0 0 4 2 1 1 4 4 4 2 0 3 2 5 5 1 5 0 0 2 1 4 4 2 0 2 0 1 0 1 
1 6 1 6 2 4 6 3 0 0 6 6 5 2 0 3 1 3 2 2 0 1 2 6 3 2 1 0 6 3 0 0 4 2 1 1 4 4 4 2 0 3 2 5 5 1 5 0 0 2 1 4 4 2 0 2 0 1 0 1 
1 6 1 6 2 4 6 3 0 0 6 6 5 2 0 3 1 3 2 2 0 1 2 6 3 2 1 0 6 3 0 0 4 2 1 1 4 4 4 2 0 3 2 5 5 1 5 0 0 2 1 4 4 2 0 2 0 1 0 1 
1 6 1 6 2 4 6 3 0 0 6 6 5 2 0 3 1 3 2 2 0 1 2 6 3 2 1 0 6 3 0 0 4 2 1 1 4 4 4 2 0 3 2 5 5 1 5 0 0 2 1 4 4 2 0 2 0 1 0 1 
1 6 1 6 2 4 6 3 0 0 6 6 5 2 0 3 1 3 2 2 0 1 2 6 3 2 1 0 6 3 0 0 4 2 1 1 4 4 4 2 0 3 2 5 5 1 5 0 0 2 1 4 4 2 0 2 0 1 0 1 
1 6 1 6 2 4 6 3 0 0 6 6 5 2 0 3 1 3 2 2 0 1 2 6 3 2 1 0 6 3 0 0 4 2 1 1 4 4 4 2 0 3 2 5 5 1 5 0 0 2 1 4 4 2 0 2 0 1 0 1 
1 6 1 6 2 4 6 3 0 0 6 6 5 2 0 3 1 3 2 2 0 1 2 6 3 2 1 0 6 3 0 0 4 2 1 1 4 4 4 2 0 3 2 5 5 1 5 0 0 2 1 4 4 2 0 2 0 1 0 1 
1 6 1 6 2 4 6 3 0 0 6 6 5 2 0 3 1 3 2 2 0 1 2 6 3 2 1 0 6 3 0 0 4 2 1 1 4 4 4 2 0 3 2 5 5 1 5 0 0 2 1 4 4 2 0 2 0 1 0 1 
1 6 1 6 2 4 6 3 0 0 6 6 5 2 0 3 1 3 2 2 0 1 2 6 3 2 1 0 6 3 0 0 4 2 1 1 4 4 4 2 0 3 2 5 5 1 5 0 0 2 1 4 4 2 0 2 0 1 0 1 
1 6 1 6 2 4 6 3 0 0 6 6 5 2 0 3 1 3 2 2 0 1 2 6 3 2 1 0 6 3 0 0 4 2 1 1 4 4 4 2 0 3 2 5 5 1 5 0 0 2 1 4 4 2 0 2 0 1 0 1 
1 6 1 6 2 4 6 3 0 0 6 6 5 2 0 3 1 3 2 2 0 1 2 6 3 2 1 0 6 3 0 0 4 2 1 1 4 4 4 2 0 3 2 5 5 1 5 0 0 2 1 4 4 2 0 2 0 1 0 1 
1 6 1 6 2 4 6 3 0 0 6 6 5 2 0 3 1 3 2 2 0 1 2 6 3 2 1 0 6 3 0 0 4 2 1 1 4 4 4 2 0 3 2 5 5 1 5 0 0 2 1 4 4 2 0 2 0 1 0 1 
1 6 1 6 2 4 6 3 0 0 6 6 5 2 0 3 1 3 2 2 0 1 2 6 3 2 1 0 6 3 0 0 4 2 1 1 4 4 4 2 0 3 2 5 5 1 5 0 0 2 1 4 4 2 0 2 0 1 0 1 
1 6 1 6 2 4 6 3 0 0 6 6 5 2 0 3 1 3 2 2 0 1 2 6 3 2 1 0 6 3 0 0 4 2 1 1 4 4 4 2 0 3 2 5 5 1 5 0 0 2 1 4 4 2 0 2 0 1 0 1 
1 6 1 6 2 4 6 3 0 0 6 6 5 2 0 3 1 3 2 2 0 1 2 6 3 2 1 0 6 3 0 0 4 2 1 1 4 4 4 2 0 3 2 5 5 1 5 0 0 2 1 4 4 2 0 2 0 1 0 1 
