32.0 -1.0 8.0 
32.0 -1.0 8.0 
32.0 -1.0 8.0 
32.0 -1.0 8.0 
32.0 -1.0 8.0 
32.0 -1.0 8.0 
32.0 -1.0 8.0 
32.0 -1.0 8.0 
32.0 -1.0 8.0 
32.0 -1.0 8.0 
32.0 -1.0 8.0 
32.0 -1.0 8.0 
32.0 -1.0 8.0 
32.0 -1.0 8.0 
32.0 -1.0 8.0 
32.0 -1.0 8.0 
32.0 -1.0 8.0 
32.0 -1.0 8.0 
32.0 -1.0 8.0 
32.0 -1.0 8.0 
32.0 -1.0 8.0 
32.0 -1.0 8.0 
32.0 -1.0 8.0 
32.0 -1.0 8.0 
32.0 -1.0 8.0 
32.0 -1.0 8.0 
32.0 -1.0 8.0 
32.0 -1.0 8.0 
32.0 -1.0 8.0 
32.0 -1.0 8.0 
32.0 -1.0 8.0 
32.0 -1.0 8.0 
32.0 -1.0 8.0 
32.0 -1.0 8.0 
32.0 -1.0 8.0 
32.0 -1.0 8.0 
32.0 -1.0 8.0 
32.0 -1.0 8.0 
32.0 -1.0 8.0 
32.0 -1.0 8.0 
32.0 -1.0 8.0 
32.0 -1.0 8.0 
32.0 -1.0 8.0 
32.0 -1.0 8.0 
32.0 -1.0 8.0 
32.0 -1.0 8.0 
32.0 -1.0 8.0 
32.0 -1.0 8.0 
32.0 -1.0 8.0 
32.0 -1.0 8.0 
32.0 -1.0 8.0 
32.0 -1.0 8.0 
32.0 -1.0 8.0 
32.0 -1.0 8.0 
32.0 -1.0 8.0 
32.0 -1.0 8.0 
32.0 -1.0 8.0 
32.0 -1.0 8.0 
32.0 -1.0 8.0 
32.0 -1.0 8.0 
32.0 -1.0 8.0 
32.0 -1.0 8.0 
32.0 -1.0 8.0 
32.0 -1.0 8.0 
32.0 -1.0 8.0 
32.0 -1.0 8.0 
32.0 -1.0 8.0 
32.0 -1.0 8.0 
32.0 -1.0 8.0 
32.0 -1.0 8.0 
32.0 -1.0 8.0 
32.0 -1.0 8.0 
32.0 -1.0 8.0 
32.0 -1.0 8.0 
32.0 -1.0 8.0 
32.0 -1.0 8.0 
32.0 -1.0 8.0 
32.0 -1.0 8.0 
32.0 -1.0 8.0 
32.0 -1.0 8.0 
32.0 -1.0 8.0 
32.0 -1.0 8.0 
32.0 -1.0 8.0 
32.0 -1.0 8.0 
32.0 -1.0 8.0 
32.0 -1.0 8.0 
32.0 -1.0 8.0 
32.0 -1.0 8.0 
32.0 -1.0 8.0 
32.0 -1.0 8.0 
32.0 -1.0 8.0 
32.0 -1.0 8.0 
32.0 -1.0 8.0 
32.0 -1.0 8.0 
32.0 -1.0 8.0 
32.0 -1.0 8.0 
32.0 -1.0 8.0 
32.0 -1.0 8.0 
32.0 -1.0 8.0 
32.0 -1.0 8.0 
