46.0 -1.0 8.0 
46.0 -1.0 8.0 
46.0 -1.0 8.0 
46.0 -1.0 8.0 
46.0 -1.0 8.0 
46.0 -1.0 8.0 
46.0 -1.0 8.0 
46.0 -1.0 8.0 
46.0 -1.0 8.0 
46.0 -1.0 8.0 
46.0 -1.0 8.0 
46.0 -1.0 8.0 
46.0 -1.0 8.0 
46.0 -1.0 8.0 
46.0 -1.0 8.0 
46.0 -1.0 8.0 
46.0 -1.0 8.0 
46.0 -1.0 8.0 
46.0 -1.0 8.0 
46.0 -1.0 8.0 
46.0 -1.0 8.0 
46.0 -1.0 8.0 
46.0 -1.0 8.0 
46.0 -1.0 8.0 
46.0 -1.0 8.0 
46.0 -1.0 8.0 
46.0 -1.0 8.0 
46.0 -1.0 8.0 
46.0 -1.0 8.0 
46.0 -1.0 8.0 
46.0 -1.0 8.0 
46.0 -1.0 8.0 
46.0 -1.0 8.0 
46.0 -1.0 8.0 
46.0 -1.0 8.0 
46.0 -1.0 8.0 
46.0 -1.0 8.0 
46.0 -1.0 8.0 
46.0 -1.0 8.0 
46.0 -1.0 8.0 
46.0 -1.0 8.0 
46.0 -1.0 8.0 
46.0 -1.0 8.0 
46.0 -1.0 8.0 
46.0 -1.0 8.0 
46.0 -1.0 8.0 
46.0 -1.0 8.0 
46.0 -1.0 8.0 
46.0 -1.0 8.0 
46.0 -1.0 8.0 
46.0 -1.0 8.0 
46.0 -1.0 8.0 
46.0 -1.0 8.0 
46.0 -1.0 8.0 
46.0 -1.0 8.0 
46.0 -1.0 8.0 
46.0 -1.0 8.0 
46.0 -1.0 8.0 
46.0 -1.0 8.0 
46.0 -1.0 8.0 
46.0 -1.0 8.0 
46.0 -1.0 8.0 
46.0 -1.0 8.0 
46.0 -1.0 8.0 
46.0 -1.0 8.0 
46.0 -1.0 8.0 
46.0 -1.0 8.0 
46.0 -1.0 8.0 
46.0 -1.0 8.0 
46.0 -1.0 8.0 
46.0 -1.0 8.0 
46.0 -1.0 8.0 
46.0 -1.0 8.0 
46.0 -1.0 8.0 
46.0 -1.0 8.0 
46.0 -1.0 8.0 
46.0 -1.0 8.0 
46.0 -1.0 8.0 
46.0 -1.0 8.0 
46.0 -1.0 8.0 
46.0 -1.0 8.0 
46.0 -1.0 8.0 
46.0 -1.0 8.0 
46.0 -1.0 8.0 
46.0 -1.0 8.0 
46.0 -1.0 8.0 
46.0 -1.0 8.0 
46.0 -1.0 8.0 
46.0 -1.0 8.0 
46.0 -1.0 8.0 
46.0 -1.0 8.0 
46.0 -1.0 8.0 
46.0 -1.0 8.0 
46.0 -1.0 8.0 
46.0 -1.0 8.0 
46.0 -1.0 8.0 
46.0 -1.0 8.0 
46.0 -1.0 8.0 
46.0 -1.0 8.0 
46.0 -1.0 8.0 
